Sales Date,Car Make,Car Model,Model Year,Base Price,Discount,Final Price,Accessories Cost,Total Sale Value,Customer Name,Salesperson,Region,Payment Method,Sales Channel,Warranty Years
2020-12-22,Mercedes-Benz,C-Class,2017,30246,4366.92,25879.08,3160,29039.08,Gerald Flynn,Donna Wolfe,East,Finance,Third-Party Dealer,1
2020-10-22,Toyota,Camry,2016,59427,3925.83,55501.17,1051,56552.17,Samantha Johnson,Matthew Johnson,West,Finance,In-Store,2
2024-02-21,Hyundai,Elantra,2016,37620,4914.22,32705.78,527,33232.78,David Johnson,Mark Jones,North,Credit Card,Online,4
2024-07-14,Hyundai,Elantra,2017,77507,8968.79,68538.20999999999,2546,71084.20999999999,Alicia Frank,Sherry Olsen,North,Lease,Third-Party Dealer,4
2022-12-27,Mercedes-Benz,E-Class,2019,49298,979.44,48318.56,4981,53299.56,Vanessa Stewart,Bradley Powell,North,Finance,Third-Party Dealer,2
2023-07-13,Hyundai,Elantra,2022,50365,5388.19,44976.81,2839,47815.81,Mackenzie Snyder,Jessica King,North,Cash,In-Store,1
2023-02-05,Toyota,Camry,2020,39312,4442.15,34869.85,3637,38506.85,Tony Wilson,Lee Lin,East,Credit Card,Third-Party Dealer,3
2024-09-03,BMW,X5,2019,54003,3176.47,50826.53,3549,54375.53,Nicholas Turner,Angel Liu,South,Cash,In-Store,4
2022-05-23,Toyota,Highlander,2018,27019,3751.2,23267.8,4552,27819.8,Angela Martin,Peter Mcmillan,East,Lease,Online,2
2020-12-30,BMW,X3,2021,32624,1976.33,30647.67,3124,33771.67,Amanda Wells,Justin Estrada,South,Finance,In-Store,5
2022-01-27,Hyundai,Santa Fe,2020,42261,951.38,41309.62,3360,44669.62,Corey Davis,Jessica Andersen,North,Cash,Online,5
2021-08-13,Mercedes-Benz,GLC,2015,72696,3336.95,69359.05,2126,71485.05,Garrett Wood,Rose Oliver,South,Cash,Online,1
2023-05-15,Toyota,Camry,2015,48277,1643.16,46633.84,3042,49675.84,Jacob Harris,Brandon Hinton,East,Lease,Online,5
2021-04-28,Chevrolet,Malibu,2020,40570,462.76,40107.24,2776,42883.24,Samantha Alexander,Zachary Jordan,East,Lease,Third-Party Dealer,4
2024-02-22,BMW,X3,2021,36213,1524.76,34688.24,2733,37421.24,Johnny Lopez,James Lopez,West,Cash,In-Store,4
2020-12-17,Ford,Explorer,2023,16748,2113.08,14634.92,3707,18341.92,Chad Stewart,Steven Rose,North,Cash,Third-Party Dealer,3
2021-01-17,Toyota,RAV4,2024,62210,3847.2,58362.8,1308,59670.8,Leslie Bowen,Danielle Green,South,Credit Card,Third-Party Dealer,2
2023-11-01,Nissan,Altima,2021,76565,4973.44,71591.56,4817,76408.56,Tanya Oconnor,Jonathan Simon,East,Cash,In-Store,1
2020-10-03,Toyota,RAV4,2015,64608,5651.2,58956.8,2779,61735.8,Richard Kane,Suzanne Lin DVM,West,Cash,Third-Party Dealer,3
2020-11-24,Hyundai,Santa Fe,2021,22992,1567.89,21424.11,1585,23009.11,Kathleen Welch,Sandra Price,North,Finance,In-Store,1
2020-12-07,Ford,F-150,2019,78893,9329.43,69563.57,4664,74227.57,Richard Austin,Kristen Oliver,North,Finance,Third-Party Dealer,1
2024-07-30,Mercedes-Benz,GLC,2021,39970,4596.86,35373.14,4237,39610.14,John Martinez,Alyssa Allen,North,Lease,Online,1
2024-09-21,BMW,3 Series,2017,68317,2616.4,65700.6,2450,68150.6,Henry Taylor,Devin Sanders DDS,South,Cash,In-Store,5
2020-07-12,Toyota,Corolla,2018,74389,2250.18,72138.82,1752,73890.82,Michele Hartman,Jacob Acosta,East,Credit Card,In-Store,2
2021-03-13,Toyota,Highlander,2024,66923,6861.09,60061.91,733,60794.91,Luis Sullivan,Rachel Moore,East,Finance,In-Store,2
2022-07-13,Chevrolet,Equinox,2020,79582,3865.02,75716.98,2961,78677.98,Laura Gardner,Michelle Willis,South,Cash,In-Store,2
2021-08-30,Ford,F-150,2024,78423,9926.62,68496.38,4363,72859.38,Philip Mckenzie,Andrew Simmons,South,Finance,Third-Party Dealer,4
2024-10-21,Toyota,Highlander,2024,25852,997.22,24854.78,4943,29797.78,Nicholas Thompson,Jonathan Norton,West,Lease,Third-Party Dealer,1
2022-01-22,Toyota,Camry,2017,51511,6208.03,45302.97,3458,48760.97,Edward Clayton,Lynn Strong,South,Credit Card,In-Store,3
2021-07-12,Nissan,Murano,2016,39602,834.43,38767.57,966,39733.57,Sara Anderson,Thomas Wood,West,Finance,In-Store,3
2021-11-11,Nissan,Sentra,2021,16416,1710.63,14705.369999999999,4752,19457.37,Amber Jones,Andre Moss,North,Credit Card,In-Store,3
2023-06-16,Mercedes-Benz,C-Class,2022,72808,10776.25,62031.75,3133,65164.75,Sharon Morgan,Mark Johnson,East,Finance,Online,1
2024-08-16,Honda,Accord,2016,46337,618.6,45718.4,524,46242.4,Stephanie Boyd,Dr. Angie Gonzales,East,Cash,In-Store,3
2023-12-28,Honda,Accord,2022,27204,364.11,26839.89,4721,31560.89,Michael Mcguire,Kenneth Huffman,South,Credit Card,In-Store,1
2022-11-24,Toyota,RAV4,2017,50569,966.59,49602.41,4262,53864.41,Michelle Patterson,Kyle Scott,West,Cash,Online,5
2021-09-26,BMW,X3,2015,55116,2605.09,52510.91,1412,53922.91,Heather Clark,Melissa Benitez,South,Finance,In-Store,2
2022-11-02,BMW,X5,2021,64836,4650.4,60185.6,1939,62124.6,Joseph Shields,Robert Anderson,West,Lease,Online,1
2020-11-17,Ford,Fusion,2020,56681,789.52,55891.48,1819,57710.48,Jose Rogers,Jordan Fitzgerald,North,Finance,In-Store,2
2022-01-08,Chevrolet,Silverado,2016,76374,8573.85,67800.15,3333,71133.15,John Logan MD,Anthony Griffin,East,Credit Card,In-Store,1
2025-01-16,Mercedes-Benz,GLC,2024,64366,5392.11,58973.89,972,59945.89,Andrew Cummings,Mike Sanford,East,Lease,Online,5
2022-03-14,Hyundai,Elantra,2016,17726,297.9,17428.1,2843,20271.1,Anna Lopez,Angela Lowe,West,Finance,In-Store,3
2021-01-17,BMW,3 Series,2019,77033,8271.4,68761.6,3908,72669.6,Penny Cook,Michelle Taylor,East,Finance,Online,3
2020-10-19,Nissan,Sentra,2023,19017,1205.78,17811.22,1882,19693.22,Yolanda Hayes,Brandi Colon,North,Lease,Online,4
2020-09-11,Honda,Pilot,2016,20986,2420.21,18565.79,995,19560.79,Theresa Mayer,Alicia Santos,East,Credit Card,Third-Party Dealer,3
2024-06-06,BMW,5 Series,2022,33597,4816.58,28780.42,660,29440.42,Scott Herman,Maria Calhoun,North,Credit Card,In-Store,4
2020-12-25,Honda,CR-V,2022,45478,556.51,44921.49,1262,46183.49,William Young,Mariah Cruz,North,Credit Card,Online,3
2024-07-18,Mercedes-Benz,GLC,2015,52077,7637.86,44439.14,1721,46160.14,Stephen Williams,Sharon Jones,East,Lease,In-Store,3
2024-08-21,Nissan,Murano,2024,57845,2331.69,55513.31,1402,56915.31,Jason Barnes,Miguel Donovan,West,Finance,Third-Party Dealer,4
2021-06-20,Ford,Escape,2015,60862,1648.57,59213.43,669,59882.43,Heather Brown,Judith Phillips,West,Finance,Online,3
2024-03-01,Honda,Pilot,2018,42893,4449.57,38443.43,3724,42167.43,Charles Flores,Taylor Malone,South,Finance,Online,1
2021-03-23,Ford,Explorer,2018,19946,1412.75,18533.25,770,19303.25,Melissa Anderson,Sheryl Carter,East,Cash,Online,4
2024-10-17,Hyundai,Tucson,2023,21528,2018.66,19509.34,944,20453.34,Charles Porter,Danny Davis,South,Lease,Third-Party Dealer,1
2020-06-27,Ford,Fusion,2019,39830,3969.47,35860.53,2007,37867.53,Kevin Davis,Melissa Garza,South,Finance,Online,1
2020-10-26,Mercedes-Benz,E-Class,2020,44823,2863.13,41959.87,3756,45715.87,Sandra May,Jacqueline Turner,North,Lease,Third-Party Dealer,3
2024-04-28,BMW,3 Series,2018,37516,4545.25,32970.75,3467,36437.75,Michelle Schmidt,Kimberly Moreno,East,Credit Card,Third-Party Dealer,4
2024-10-09,Nissan,Rogue,2015,71308,4075.58,67232.42,2007,69239.42,Antonio Watkins,Cheryl Thompson,North,Lease,In-Store,4
2022-11-21,Ford,Fusion,2024,69102,2591.71,66510.29,995,67505.29,Robert Barnett,Jennifer Banks,South,Credit Card,Online,5
2024-04-23,BMW,5 Series,2023,26637,3919.72,22717.28,1858,24575.28,Lawrence Martin,Dr. Brandy Edwards,West,Cash,Third-Party Dealer,1
2021-08-01,Mercedes-Benz,GLE,2024,67244,6762.47,60481.53,1516,61997.53,Anthony Gonzalez,Katie Patterson,North,Finance,Online,1
2021-08-29,Toyota,Camry,2020,67451,1542.63,65908.37,4963,70871.37,Jennifer Carter,Patrick Jackson,East,Cash,Third-Party Dealer,4
2024-11-01,Ford,Explorer,2019,46971,3151.78,43819.22,3299,47118.22,Brian Bowen,Timothy Santos,North,Credit Card,Third-Party Dealer,1
2020-07-07,Chevrolet,Silverado,2021,79660,11457.77,68202.23,1596,69798.23,Kathy Jones,Christine Wall,South,Credit Card,In-Store,4
2024-06-13,Toyota,RAV4,2017,62329,4592.64,57736.36,580,58316.36,Jack Tapia,Scott Miller,East,Lease,Online,4
2021-11-12,Honda,Civic,2022,34805,2243.02,32561.98,2535,35096.979999999996,Nicholas Scott,Anthony Miller,South,Cash,In-Store,2
2022-03-05,Honda,Civic,2021,60405,3230.99,57174.01,2323,59497.01,Todd Schmidt,James Miller,West,Lease,In-Store,1
2021-10-23,Mercedes-Benz,GLC,2016,24019,2856.88,21162.12,2328,23490.12,Sheri Parsons,Matthew Baker,South,Lease,Online,3
2022-07-18,Ford,Escape,2021,21872,1875.48,19996.52,3152,23148.52,Emma Turner,Robert Mendez,South,Cash,In-Store,2
2020-04-22,Ford,Explorer,2020,25635,416.23,25218.77,2990,28208.77,Jessica Green,Gerald Stanton,East,Lease,Third-Party Dealer,1
2024-12-25,Hyundai,Santa Fe,2019,16223,1635.07,14587.93,4141,18728.93,John Lee,Sandra Ruiz,West,Lease,In-Store,3
2022-05-05,Hyundai,Sonata,2023,59108,4454.86,54653.14,3148,57801.14,Jacob Rodriguez,Michael Harvey,North,Finance,In-Store,3
2022-04-17,Chevrolet,Equinox,2017,34231,4720.34,29510.66,2931,32441.66,Debbie Li,Scott Jackson,East,Lease,In-Store,1
2023-08-20,Toyota,RAV4,2017,15321,726.6,14594.4,1578,16172.4,Robert Kline,Mr. William Roberts,South,Credit Card,Online,4
2022-11-18,Nissan,Rogue,2017,70044,2120.87,67923.13,3065,70988.13,Elizabeth Harris,Samantha Caldwell,South,Credit Card,Online,4
2021-08-23,Nissan,Rogue,2015,78485,1175.88,77309.12,3455,80764.12,Tyler Jackson,Chad Walter,South,Lease,Third-Party Dealer,4
2020-12-23,Honda,Civic,2020,53462,4744.55,48717.45,1899,50616.45,Dennis Moore,Joe Smith,South,Credit Card,Online,2
2024-01-06,Chevrolet,Equinox,2021,35236,3171.72,32064.28,2514,34578.28,April Jimenez,Rebecca Mills,East,Finance,Third-Party Dealer,1
2024-02-27,Nissan,Murano,2015,56752,8483.73,48268.270000000004,4150,52418.270000000004,Danielle Elliott,Terry Gibson,South,Lease,Online,1
2023-01-12,Nissan,Sentra,2023,42734,5868.76,36865.24,3213,40078.24,Daniel Ross,Robert Brown,South,Lease,Online,5
2022-06-12,Ford,Fusion,2020,53149,6003.25,47145.75,4508,51653.75,Erin Reyes,Karen Herman,West,Finance,In-Store,4
2020-08-24,BMW,5 Series,2016,65382,4052.93,61329.07,3810,65139.07,Cindy Terry,Heidi Austin,East,Credit Card,Third-Party Dealer,4
2020-10-30,Chevrolet,Equinox,2016,28070,403.42,27666.58,4141,31807.58,Jill Marshall,Kyle Anderson,North,Cash,In-Store,4
2022-10-22,Hyundai,Tucson,2017,45815,6145.23,39669.770000000004,1047,40716.770000000004,James Mahoney,Sharon Hernandez,North,Cash,Third-Party Dealer,3
2023-12-01,Nissan,Sentra,2020,64011,9117.22,54893.78,2139,57032.78,April Young,Erica Rogers,South,Credit Card,Online,3
2024-05-02,Mercedes-Benz,E-Class,2020,73162,1447.92,71714.08,2745,74459.08,Crystal Compton,Samantha Mcbride,South,Credit Card,Third-Party Dealer,2
2023-09-13,Toyota,RAV4,2022,60222,6211.47,54010.53,1602,55612.53,Melanie Cruz,Kevin Evans,North,Lease,Online,2
2025-03-21,Honda,Pilot,2017,66899,6987.18,59911.82,2020,61931.82,Adrienne Jennings,Steven Peterson,North,Credit Card,Third-Party Dealer,4
2022-12-08,Chevrolet,Equinox,2020,24422,2945.46,21476.54,2122,23598.54,Tyler Osborn,Billy Jones,West,Credit Card,In-Store,4
2022-11-01,Honda,Accord,2022,27759,2505.4,25253.6,2506,27759.6,Jacqueline Reyes,Billy Osborne,East,Credit Card,Online,5
2021-06-23,BMW,5 Series,2015,61216,8873.5,52342.5,1644,53986.5,Amy Gutierrez,Rachel Wright,North,Finance,In-Store,5
2023-06-05,Chevrolet,Equinox,2022,66997,9715.46,57281.54,4619,61900.54,Paul Brown,Phillip Gallegos,East,Cash,In-Store,1
2023-04-18,Chevrolet,Traverse,2022,50153,6243.72,43909.28,3215,47124.28,James Roberts,Joseph Jordan,West,Credit Card,Online,1
2024-11-08,Chevrolet,Malibu,2016,15829,415.64,15413.36,3177,18590.36,Ana Campos,Barbara Hampton,North,Finance,Online,2
2022-02-21,Toyota,Corolla,2020,48366,6469.31,41896.69,658,42554.69,Brittany Davis,Dylan Howell,West,Finance,Online,3
2021-04-09,Ford,Explorer,2018,47414,4540.91,42873.09,4788,47661.09,Amanda Long,Roger Garcia,South,Lease,Online,3
2024-06-01,Chevrolet,Equinox,2019,17539,2336.27,15202.73,526,15728.73,Christine Lucas,Roger Collins,North,Lease,In-Store,2
2022-12-20,Chevrolet,Equinox,2023,75628,6992.88,68635.12,1778,70413.12,Christopher Mccarty,James Farmer,South,Finance,Online,3
2024-05-08,Honda,Civic,2015,20531,2904.31,17626.69,1380,19006.69,Jamie Jones,Russell Maldonado,East,Cash,In-Store,1
2020-09-19,BMW,X3,2019,49006,5034.9,43971.1,3246,47217.1,Melanie Miller,Brittany Harmon,East,Lease,In-Store,3
2022-08-04,Honda,CR-V,2017,59671,6076.37,53594.63,751,54345.63,Mrs. Lisa Perez,Tyler Smith,South,Credit Card,Third-Party Dealer,1
2020-04-30,Toyota,Corolla,2017,64575,4709.38,59865.62,4861,64726.62,Andrew Sherman,Steven Cooper,South,Finance,Online,3
2025-04-03,BMW,X5,2022,68908,8215.0,60693.0,2645,63338.0,Anne Dougherty,Dustin Edwards,East,Cash,Online,5
2023-10-25,Hyundai,Santa Fe,2023,73676,4061.14,69614.86,875,70489.86,Jacqueline Ramirez,Ebony Gomez,North,Credit Card,In-Store,1
2021-02-20,Honda,CR-V,2021,65227,5782.52,59444.479999999996,963,60407.479999999996,Jennifer Byrd,April Nelson MD,West,Cash,Third-Party Dealer,1
2021-01-04,Honda,Pilot,2024,62480,3523.25,58956.75,4582,63538.75,Mrs. Jennifer Hamilton MD,Ricky Ryan,North,Credit Card,In-Store,2
2025-01-30,Ford,Explorer,2016,38689,942.58,37746.42,2496,40242.42,Stephen Johnson,Dana Collins,West,Lease,In-Store,3
2022-06-14,Hyundai,Santa Fe,2019,58166,3928.0,54238.0,3878,58116.0,Teresa Hays,Ebony Johnson,South,Lease,Online,1
2022-11-01,Hyundai,Elantra,2023,72751,5165.16,67585.84,2576,70161.84,Michael Meyers,Cynthia Mayer,West,Lease,In-Store,3
2023-02-15,Toyota,RAV4,2015,37851,4018.84,33832.16,3893,37725.16,Daniel Medina,David Young,West,Cash,In-Store,1
2024-10-26,Hyundai,Santa Fe,2020,19445,1741.72,17703.28,2254,19957.28,Taylor Kelly,Nancy Lee,East,Credit Card,Online,5
2020-09-19,Honda,Accord,2015,49084,6688.94,42395.06,1139,43534.06,Peter Fuller,Aaron Smith,North,Lease,Online,2
2022-08-06,Honda,Pilot,2019,58535,8504.48,50030.520000000004,1290,51320.520000000004,Jake Bradley,Tammy Dougherty,East,Finance,In-Store,5
2022-09-19,Nissan,Murano,2018,49757,6606.66,43150.34,511,43661.34,Jeffrey Hancock,Samuel Hatfield,West,Finance,Third-Party Dealer,3
2024-04-23,Toyota,RAV4,2021,79706,6964.89,72741.11,3613,76354.11,Karen Thomas,Jonathan Williams,East,Credit Card,Online,2
2022-10-16,BMW,X3,2023,74612,5356.61,69255.39,2551,71806.39,Mr. Robert Moore,Zachary Turner,East,Cash,Third-Party Dealer,5
2024-09-12,Ford,Explorer,2018,55814,5391.48,50422.520000000004,4850,55272.520000000004,Janice Duncan,Edward Allen,West,Lease,Third-Party Dealer,3
2024-11-08,Chevrolet,Silverado,2015,63646,7474.97,56171.03,3661,59832.03,Vicki Miller,Brooke Wheeler,South,Finance,In-Store,5
2023-10-02,Toyota,RAV4,2020,68914,4457.34,64456.66,4317,68773.66,Dennis Spencer,James Diaz,North,Finance,Third-Party Dealer,2
2020-10-08,Mercedes-Benz,GLE,2021,63157,1616.81,61540.19,2520,64060.19,James Williams,Donna Carter,North,Cash,In-Store,1
2025-03-19,Toyota,RAV4,2023,56893,6393.43,50499.57,648,51147.57,Stephen Woods,Kevin Miller,South,Credit Card,Online,4
2022-07-08,Mercedes-Benz,GLC,2021,54153,4427.16,49725.84,4082,53807.84,Kenneth Wilson,George Thompson,South,Finance,In-Store,1
2022-03-26,Hyundai,Tucson,2022,41722,5937.55,35784.45,1672,37456.45,David Gonzalez,Paul Armstrong,West,Cash,Online,5
2023-11-03,BMW,5 Series,2017,59087,4178.58,54908.42,4230,59138.42,Rebecca Barber,Joseph Ramirez,West,Finance,In-Store,4
2023-03-28,BMW,3 Series,2017,20802,2202.63,18599.37,1587,20186.37,Terri Norman,Morgan Rodriguez,West,Lease,Online,5
2021-12-01,Hyundai,Tucson,2022,16356,1107.05,15248.95,2388,17636.95,Sean Richardson,Bob Carter,North,Finance,Online,4
2024-11-02,Toyota,Camry,2015,36431,4943.11,31487.89,3224,34711.89,Amanda Petersen,Claire Baldwin,East,Finance,Online,1
2022-02-17,Ford,Explorer,2024,53057,2756.54,50300.46,1527,51827.46,Tina Kennedy,Nicholas Harris,South,Lease,In-Store,5
2020-06-20,Chevrolet,Traverse,2015,69753,3900.62,65852.38,4767,70619.38,James Carey,Shane Olson,West,Finance,Third-Party Dealer,4
2022-12-20,Mercedes-Benz,E-Class,2024,55476,2471.12,53004.88,4605,57609.88,James Hooper,Peter Ortiz,North,Lease,Third-Party Dealer,4
2023-12-21,Honda,Pilot,2023,68522,7812.3,60709.7,4901,65610.7,Jose Wilson,Nicole Goodman,North,Cash,In-Store,4
2021-09-11,Chevrolet,Equinox,2020,34654,5083.84,29570.16,2929,32499.16,Dr. Ashley Johnson,Nicholas Faulkner,South,Cash,Third-Party Dealer,2
2020-09-14,Chevrolet,Traverse,2023,42421,5283.56,37137.44,3345,40482.44,Vicki Snyder,Tonya Clark,South,Finance,Online,5
2021-05-30,BMW,X3,2023,21510,1591.74,19918.26,3310,23228.26,Jeffrey Mata,Stephen Wade,South,Cash,Online,4
2020-06-05,Hyundai,Santa Fe,2019,58817,3902.38,54914.62,1360,56274.62,Victoria Davis,Alan Butler,East,Cash,Online,3
2023-06-03,Mercedes-Benz,GLE,2016,58893,7868.6,51024.4,1600,52624.4,Sarah Brown,Kelly Taylor,East,Lease,Third-Party Dealer,3
2022-06-27,BMW,X3,2024,70093,7334.36,62758.64,4337,67095.64,Brianna Mccall,Patrick Schultz,East,Cash,Online,1
2024-01-07,Chevrolet,Traverse,2024,29669,3548.72,26120.28,2493,28613.28,Daniel Tate,Julie Blanchard,South,Cash,Third-Party Dealer,3
2021-09-04,Honda,CR-V,2019,31526,1853.86,29672.14,3893,33565.14,Geoffrey Taylor,Dennis Jenkins,South,Finance,Online,4
2023-05-16,Chevrolet,Silverado,2022,33275,3780.99,29494.010000000002,1798,31292.010000000002,Laurie Chaney,Keith Berger,South,Finance,Online,1
2024-08-30,Mercedes-Benz,GLE,2020,37777,3020.4,34756.6,1428,36184.6,Jonathan Guerrero,James Alexander,South,Cash,Third-Party Dealer,2
2024-03-25,Hyundai,Tucson,2020,40145,4317.84,35827.16,1427,37254.16,Kathy Long,Kimberly Jackson,West,Lease,In-Store,4
2020-12-03,Honda,Accord,2024,62909,7370.37,55538.63,567,56105.63,Stephen Orozco,Sandra James,West,Lease,In-Store,1
2025-03-19,Hyundai,Sonata,2018,48279,1890.02,46388.98,3274,49662.98,Thomas Gonzalez,Jonathan Williams,East,Finance,Online,4
2021-02-11,Honda,Civic,2019,70859,7952.87,62906.13,4857,67763.13,Leslie Wright,Brittany Zavala,North,Credit Card,In-Store,1
2021-04-18,Honda,Pilot,2022,16515,1630.71,14884.29,1601,16485.29,Ashley Burgess,Thomas Tyler,West,Finance,Third-Party Dealer,3
2023-08-21,Toyota,Highlander,2018,29878,3380.75,26497.25,1966,28463.25,Martin Hays,Kendra Moran,West,Credit Card,In-Store,5
2022-05-04,Hyundai,Elantra,2023,24237,3193.63,21043.37,4772,25815.37,Jeffrey Green,Cheryl Holland,South,Credit Card,In-Store,5
2021-07-30,Honda,CR-V,2016,63127,9458.81,53668.19,3627,57295.19,Marco Garcia,Edward Hernandez,North,Cash,In-Store,2
2022-05-21,Mercedes-Benz,GLE,2022,64414,6494.37,57919.63,4648,62567.63,Lauren Fuentes,Melissa Davis,North,Finance,Online,1
2024-04-12,Chevrolet,Silverado,2015,22795,2211.5,20583.5,1641,22224.5,Samantha Waters,Charles Cummings,South,Lease,In-Store,3
2024-01-29,BMW,X3,2016,34160,3392.66,30767.34,610,31377.34,Jennifer Bautista,Sherry Clark,North,Credit Card,In-Store,2
2021-10-27,Nissan,Altima,2017,40865,1165.3,39699.7,4467,44166.7,Maureen Andrews,Gilbert Hernandez,North,Finance,In-Store,4
2024-01-11,Toyota,Camry,2019,73438,3128.48,70309.52,1760,72069.52,Morgan Webster,Denise Hernandez,North,Lease,In-Store,3
2023-08-20,Chevrolet,Silverado,2023,38540,669.46,37870.54,766,38636.54,David Morales,Cameron Pierce,East,Credit Card,Third-Party Dealer,3
2024-04-26,BMW,5 Series,2020,54337,3907.27,50429.73,4775,55204.73,Matthew Taylor,Mariah Morris,West,Credit Card,Online,4
2021-11-14,Honda,Civic,2019,38465,3832.78,34632.22,3400,38032.22,Christopher Wright,Beverly Green,South,Finance,Online,1
2024-09-13,Chevrolet,Silverado,2021,50892,2777.22,48114.78,4055,52169.78,Christopher Watson,Justin Mcmillan,East,Finance,Online,1
2024-08-07,Hyundai,Tucson,2018,47673,3086.43,44586.57,2571,47157.57,Thomas Harris,Vanessa Thompson,North,Credit Card,In-Store,3
2025-02-22,Mercedes-Benz,E-Class,2023,66197,6284.03,59912.97,1132,61044.97,Pamela Bartlett,Roy Peters,West,Credit Card,Third-Party Dealer,2
2024-10-24,Chevrolet,Malibu,2018,33356,4760.51,28595.489999999998,700,29295.489999999998,Gary Dodson,Patricia Webb,South,Finance,Online,3
2020-07-03,Hyundai,Elantra,2016,77795,1833.82,75961.18,2840,78801.18,Ian Wiggins,Jared Ramos,South,Lease,Third-Party Dealer,3
2024-05-12,Mercedes-Benz,E-Class,2024,67811,760.58,67050.42,2260,69310.42,Kathleen Williams,Mathew Thompson,East,Finance,Third-Party Dealer,1
2023-01-23,BMW,3 Series,2021,21406,900.18,20505.82,3717,24222.82,Shaun Price,Ernest Green,East,Lease,In-Store,2
2023-07-07,BMW,3 Series,2021,19336,1813.35,17522.65,1761,19283.65,Jose Trujillo,Laura Myers,North,Lease,In-Store,1
2020-07-19,Hyundai,Elantra,2015,70015,7801.91,62213.09,2180,64393.09,Virginia Aguilar,Jeffrey Mclaughlin,West,Lease,Online,5
2022-04-22,Nissan,Altima,2019,15683,1632.67,14050.33,3182,17232.33,Mrs. Jill Frost,Daniel Campbell,South,Cash,In-Store,5
2024-02-15,Nissan,Altima,2019,22048,2793.21,19254.79,1768,21022.79,Cynthia Vance,Natasha Sanders,East,Finance,Online,5
2024-03-13,Ford,Escape,2018,64147,1277.33,62869.67,1655,64524.67,Mary Blake,Tiffany Galvan,East,Lease,Third-Party Dealer,2
2024-08-14,Chevrolet,Malibu,2024,16755,2156.84,14598.16,3673,18271.16,Lisa Norton,David Drake,North,Credit Card,Online,1
2023-11-18,Mercedes-Benz,C-Class,2022,56467,4313.6,52153.4,4466,56619.4,Mrs. Cynthia Mitchell,Stephen Mcguire,East,Cash,Online,3
2020-10-10,Ford,Escape,2016,68269,9086.35,59182.65,3055,62237.65,James Hines,Curtis Fisher,North,Cash,Third-Party Dealer,1
2020-06-21,Nissan,Altima,2020,57688,4081.68,53606.32,595,54201.32,Tony Perez,Charles Mora,East,Finance,In-Store,3
2024-07-19,Nissan,Rogue,2022,47286,6846.2,40439.8,3970,44409.8,Alexandra Holt,Lisa Lee,West,Credit Card,In-Store,4
2020-11-12,Toyota,Highlander,2020,20417,1116.13,19300.87,2259,21559.87,Matthew Taylor,Daniel Wood,North,Credit Card,Online,4
2021-03-10,Nissan,Altima,2015,46984,1523.17,45460.83,2192,47652.83,Christy Beck,Jeffrey Anderson,North,Credit Card,Third-Party Dealer,5
2020-08-07,Chevrolet,Malibu,2017,28537,584.35,27952.65,3326,31278.65,Natalie Scott,Terri Scott,West,Finance,In-Store,3
2023-10-26,BMW,3 Series,2022,40456,4388.55,36067.45,1836,37903.45,Samuel Morse,Tammy Flynn,East,Finance,Third-Party Dealer,5
2024-09-15,Mercedes-Benz,GLE,2024,38368,458.8,37909.2,1781,39690.2,Joseph Bailey,Ellen Gilbert,West,Finance,Third-Party Dealer,5
2022-07-13,Mercedes-Benz,C-Class,2020,36178,3008.82,33169.18,2610,35779.18,Jessica Stewart,Stephanie Reynolds,West,Cash,Third-Party Dealer,4
2025-01-21,Nissan,Altima,2018,76991,4105.3,72885.7,1519,74404.7,Crystal Fox,Robert Diaz,East,Finance,Third-Party Dealer,1
2021-02-24,Chevrolet,Equinox,2022,26908,1113.83,25794.17,1178,26972.17,Nicole Green,Marilyn Donaldson,West,Cash,Online,1
2023-05-26,Honda,Pilot,2019,77612,7128.91,70483.09,1350,71833.09,Susan Johnson,Austin Hoffman,South,Finance,Third-Party Dealer,3
2020-07-18,Hyundai,Santa Fe,2024,45264,5741.97,39522.03,2660,42182.03,Olivia Patel,Tami Diaz,East,Cash,Third-Party Dealer,3
2023-04-17,Chevrolet,Silverado,2019,53064,5659.56,47404.44,3277,50681.44,Gabrielle Fernandez,Lisa Murphy,East,Lease,In-Store,5
2021-06-19,Chevrolet,Equinox,2019,29973,3141.84,26831.16,4939,31770.16,Theodore Roberts,Douglas Greene,West,Finance,Third-Party Dealer,3
2020-08-01,Chevrolet,Traverse,2022,29156,3269.19,25886.81,813,26699.81,James Medina,Loretta Harrison,South,Lease,Online,1
2020-12-06,Mercedes-Benz,GLE,2020,21809,450.07,21358.93,3377,24735.93,Benjamin Hill,Louis Walters,South,Cash,Third-Party Dealer,5
2021-07-05,Ford,Fusion,2016,29403,932.0,28471.0,1644,30115.0,John Gray,Allison Davis,South,Credit Card,Third-Party Dealer,1
2023-04-16,Nissan,Sentra,2016,61300,6908.66,54391.34,2636,57027.34,Heather Phillips,Andrew Camacho,North,Credit Card,In-Store,3
2021-12-14,BMW,X5,2022,19836,2467.02,17368.98,1621,18989.98,Alison Rodriguez,Carolyn Garcia,East,Lease,Online,5
2024-04-07,Hyundai,Sonata,2023,70770,7890.72,62879.28,2780,65659.28,Gerald Lopez,Michael Ward,South,Cash,In-Store,1
2022-09-16,BMW,5 Series,2023,42464,6136.37,36327.63,4152,40479.63,Elizabeth Garcia,Bethany Tucker,South,Cash,In-Store,3
